ra,ano,fase,fase_ideal,defasagem,pedra,inde,iaa,ieg,ips,ipp,ida,ipv,ian,nota_mat,nota_por,nota_ing,genero,idade,ano_ingresso,instituicao_ensino,indicado_bolsa,atingiu_pv,num_avaliacoes,defasagem_cat,risco_defasagem
RA-325,2024,3,3,0,Topázio,8.385133333233336,9.168,9.866666666666667,7.51,8.333333333,7.0,7.553333333,10.0,7.0,5.5,8.5,Masculino,12.0,2022,Pública,,,3.0,Em fase/Avancado,0
RA-1525,2024,3,3,0,Ametista,7.778263492033334,7.917,8.293650793666666,5.63,8.541666667,7.0,7.553333333,10.0,6.5,5.5,9.0,Masculino,13.0,2024,Pública,,,3.0,Em fase/Avancado,0
RA-518,2024,3,3,0,Ágata,6.3467483709,8.334,6.8300751879999995,2.51,7.083333333,4.0,6.94,10.0,7.5,3.5,1.0,Masculino,12.0,2022,Pública,,,3.0,Em fase/Avancado,0
RA-1146,2024,3,5,-2,Quartzo,5.3933086048000005,10.002,5.017209691,6.88,6.25,2.0,5.883333333,5.0,2.0,0.0,4.0,Feminino,15.0,2023,Pública,,,3.0,Severa,1
RA-530,2024,3,3,0,Ametista,7.214534419433333,8.751,6.468838763666667,9.38,7.083333333,4.5,7.496666667,10.0,4.0,6.0,3.5,Masculino,12.0,2021,Pública,,,3.0,Em fase/Avancado,0
RA-524,2024,3,3,0,Ametista,7.026322556366667,7.083,5.111779448666667,2.51,8.333333333,8.666666666666666,7.39,10.0,8.5,7.5,10.0,Masculino,13.0,2021,Pública,,,3.0,Em fase/Avancado,0
RA-578,2024,3,2,1,Topázio,9.066199999966669,10.002,10.0,2.51,9.583333333,9.833333333333334,9.45,10.0,10.0,9.5,10.0,Masculino,12.0,2021,Privada - Programa de Apadrinhamento,,,3.0,Em fase/Avancado,0
RA-526,2024,3,4,-1,Ametista,7.843157894833334,9.585,9.382456140333334,8.13,7.291666667,7.333333333333333,7.496666667,5.0,8.5,3.5,10.0,Masculino,14.0,2022,Pública,,,3.0,Moderada,1
RA-528,2024,3,3,0,Ametista,7.276330075300001,9.168,5.793483709333334,7.51,7.291666667,6.666666666666667,6.936666667,10.0,8.5,4.5,7.0,Masculino,13.0,2021,Pública,,,3.0,Em fase/Avancado,0
RA-516,2024,3,2,1,Topázio,8.384033333366668,10.002,10.0,2.51,8.541666667,8.833333333333334,7.56,10.0,8.0,8.5,10.0,Masculino,11.0,2021,Privada - Programa de Apadrinhamento,,,3.0,Em fase/Avancado,0
RA-534,2024,3,3,0,Ametista,7.088855054266667,9.585,6.043441938333333,7.51,7.5,5.0,7.103333333,10.0,4.0,4.0,7.0,Masculino,14.0,2021,Pública,,,3.0,Em fase/Avancado,0
RA-1097,2024,3,4,-1,Quartzo,5.475324895633334,10.002,4.849791144666667,6.25,6.041666667,3.0,5.88,5.0,4.5,4.5,0.0,Masculino,15.0,2023,Pública,,,3.0,Moderada,1
RA-360,2024,3,4,-1,Ágata,6.293175689166667,8.334,5.618045113,5.0,7.708333333,5.833333333333333,6.993333333,5.0,4.0,6.0,7.5,Feminino,14.0,2021,Pública,,,3.0,Moderada,1
RA-1526,2024,3,3,0,Ametista,7.9798,9.168,10.0,8.75,8.125,3.75,8.1275,10.0,2.0,5.5,,Feminino,13.0,2024,Pública,,,4.0,Em fase/Avancado,0
RA-1077,2024,3,3,0,Quartzo,5.543865740733334,0.0,7.703703703666666,6.885,6.40625,2.0,6.37,10.0,0.0,6.0,0.0,Masculino,12.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-508,2024,3,2,1,Ágata,6.771708625733333,7.083,5.567251461999999,7.51,7.65625,4.666666666666667,7.5,10.0,0.0,7.0,7.0,Masculino,12.0,2022,Pública,,,4.0,Em fase/Avancado,0
RA-363,2024,3,3,0,Ametista,7.617803571466666,9.585,9.523809524,5.625,7.34375,5.333333333333333,6.955,10.0,4.0,3.5,8.5,Masculino,14.0,2022,Privada,,,4.0,Em fase/Avancado,0
RA-340,2024,3,3,0,Ágata,6.715437329466668,7.917,6.585769980666666,7.51,6.5625,5.166666666666667,5.83,10.0,6.0,7.0,2.5,Masculino,13.0,2021,Pública,,,4.0,Em fase/Avancado,0
RA-1527,2024,3,3,0,Topázio,8.631675000000001,9.168,10.0,7.51,7.96875,8.0,7.835,10.0,9.0,7.0,,Masculino,13.0,2024,Pública,,,4.0,Em fase/Avancado,0
RA-509,2024,3,3,0,Ágata,6.918152272733334,9.168,6.363636363666667,2.51,8.28125,6.0,7.2475,10.0,6.0,4.5,7.5,Feminino,13.0,2021,Pública,,,4.0,Em fase/Avancado,0
RA-500,2024,3,3,0,Topázio,8.077708333333334,9.585,10.0,2.51,8.59375,6.666666666666667,8.3775,10.0,6.0,6.0,8.0,Feminino,12.0,2021,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-1528,2024,3,3,0,Ametista,7.622584090933335,9.168,7.787878788,7.51,7.96875,5.666666666666667,7.335,10.0,3.0,6.0,8.0,Masculino,13.0,2024,Pública,,,4.0,Em fase/Avancado,0
RA-1089,2024,3,3,0,Ametista,7.6221531746,9.168,7.039682539666667,8.13,7.1875,6.833333333333333,6.995,10.0,6.0,6.0,8.5,Feminino,12.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-1090,2024,3,3,0,Ametista,7.7652831384,9.585,7.621832358666666,7.51,7.8125,6.333333333333333,7.4175,10.0,3.5,7.5,8.0,Masculino,14.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-503,2024,3,2,1,Topázio,8.547495614066667,9.585,9.824561403666666,7.51,7.8125,7.666666666666667,7.7925,10.0,6.0,8.0,9.0,Masculino,12.0,2021,Pública,,,4.0,Em fase/Avancado,0
RA-1093,2024,3,3,0,Topázio,8.5079027778,7.5,7.722222222333333,8.13,8.90625,8.666666666666666,8.8825,10.0,8.5,8.0,9.5,Masculino,12.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-1094,2024,3,3,0,Topázio,8.0164785714,9.168,9.523809523666666,2.51,8.4375,7.333333333333333,8.1675,10.0,6.0,7.5,8.5,Feminino,12.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-1095,2024,3,3,0,Ágata,6.108547514666667,7.5,7.84502924,7.51,5.46875,2.3333333333333335,5.125,10.0,3.0,2.0,2.0,Masculino,14.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-1098,2024,3,3,0,Ágata,6.5744562514,8.751,5.822406257,7.51,7.34375,3.5,6.7475,10.0,1.0,3.5,6.0,Feminino,14.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-1106,2024,3,3,0,Quartzo,5.936272086266667,8.334,5.4312354313333335,7.51,7.65625,0.0,7.5,10.0,0.0,0.0,0.0,Masculino,13.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-568,2024,3,5,-2,Quartzo,5.545864285733334,7.917,3.2619047620000003,8.13,6.5625,5.166666666666667,5.496,5.0,5.0,5.5,5.0,Masculino,16.0,2021,Pública,,,5.0,Severa,1
RA-558,2024,3,5,-2,Quartzo,5.048054503133334,9.168,3.7763975156666674,8.13,6.09375,3.0,4.268,5.0,2.5,4.0,2.5,Masculino,16.0,2022,Pública,,,5.0,Severa,1
RA-559,2024,3,3,0,Ágata,6.158158974333333,10.002,5.705128205,8.13,6.25,3.1666666666666665,4.728,10.0,1.0,2.5,6.0,Masculino,13.0,2021,Pública,,,5.0,Em fase/Avancado,0
RA-1529,2024,3,4,-1,Ágata,6.710079487200001,6.666,7.435897436,7.51,8.125,5.5,6.964,5.0,6.0,5.5,5.0,Feminino,14.0,2024,Pública,,,5.0,Moderada,1
RA-1111,2024,3,2,1,Ágata,6.116032815733334,6.249,4.600414078666667,7.5,6.5625,5.0,5.824,10.0,5.0,4.0,6.0,Feminino,12.0,2023,Pública,,,5.0,Em fase/Avancado,0
RA-1108,2024,3,3,0,Ágata,6.017215010400001,9.168,3.7546583853333337,8.13,7.1875,3.6666666666666665,5.422,10.0,3.5,3.5,4.0,Masculino,13.0,2023,Pública,,,5.0,Em fase/Avancado,0
RA-542,2024,3,3,0,Ágata,6.7205649586,8.751,6.481366459666667,8.13,7.03125,3.9333333333333336,6.232,10.0,1.5,5.0,5.3,Feminino,13.0,2021,Pública,,,5.0,Em fase/Avancado,0
RA-543,2024,3,2,1,Topázio,8.0467871118,8.751,9.616977225666666,2.51,8.90625,6.833333333333333,8.7,10.0,7.0,6.5,7.0,Feminino,12.0,2022,Pública,,,5.0,Em fase/Avancado,0
RA-1530,2024,3,3,0,Quartzo,4.6391535714200005,0.0,2.5238095237666665,8.13,7.03125,2.8333333333333335,5.258,10.0,1.5,7.0,0.0,Masculino,13.0,2024,Pública,,,5.0,Em fase/Avancado,0
RA-555,2024,3,4,-1,Quartzo,5.111470186333333,10.002,2.7505175983333334,6.885,5.0,4.333333333333333,5.03,5.0,5.0,4.0,4.0,Masculino,14.0,2021,Pública,,,5.0,Moderada,1
RA-1531,2024,3,4,-1,Ametista,7.0491790134,8.751,7.9726867336666665,7.505,7.34375,5.833333333333333,7.14,5.0,4.5,8.0,5.0,Masculino,14.0,2024,Pública,,,5.0,Moderada,1
RA-1099,2024,3,3,0,Ametista,7.332483333333334,8.334,8.133333333333333,10.0,7.8125,3.8333333333333335,6.6225,10.0,2.5,3.5,5.5,Feminino,14.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-1154,2024,3,4,-1,Ametista,7.5660750000000005,7.917,9.200000000000001,7.51,7.34375,8.0,6.745,5.0,7.0,7.0,10.0,Masculino,14.0,2023,Pública,,,4.0,Moderada,1
RA-1100,2024,3,2,1,Ágata,6.649708333333334,7.5,7.1000000000000005,7.51,6.71875,4.666666666666667,5.6175,10.0,4.0,4.0,6.0,Masculino,12.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-381,2024,3,5,-2,Quartzo,5.940775,8.334,6.133333333333333,7.51,6.71875,3.6666666666666665,6.1225,5.0,2.5,4.5,4.0,Masculino,15.0,2021,Pública,,,4.0,Severa,1
RA-364,2024,3,3,0,Topázio,8.2697037582,8.751,9.526143791,7.51,7.96875,7.5,7.2075,10.0,8.0,5.0,9.5,Masculino,13.0,2021,Pública,,,4.0,Em fase/Avancado,0
RA-539,2024,3,3,0,Topázio,8.465533333333335,10.002,9.233333333333333,7.51,8.75,5.833333333333333,9.13,10.0,5.0,3.5,9.0,Feminino,13.0,2022,Privada - Programa de Apadrinhamento,,,4.0,Em fase/Avancado,0
RA-573,2024,3,3,0,Ametista,7.839050000000001,9.168,9.5,8.755,7.8125,5.0,6.8275,10.0,6.0,3.5,5.5,Masculino,13.0,2021,Pública,,,4.0,Em fase/Avancado,0
RA-1107,2024,3,3,0,Quartzo,5.9731,8.751,6.2,2.51,7.5,2.5,6.785,10.0,1.0,3.5,3.0,Feminino,13.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-368,2024,3,4,-1,Ágata,6.782158333333333,7.917,6.166666666666667,7.51,7.65625,7.0,6.7025,5.0,4.5,7.0,9.5,Masculino,15.0,2021,Pública,,,4.0,Moderada,1
RA-387,2024,3,4,-1,Ágata,6.125500000000001,7.5,7.166666666666667,7.51,6.25,4.333333333333333,5.9975,5.0,5.0,4.0,4.0,Masculino,15.0,2021,Pública,,,4.0,Moderada,1
RA-556,2024,3,3,0,Quartzo,5.833377380933333,7.083,6.171428571333333,2.51,6.40625,3.8333333333333335,6.1625,10.0,1.5,4.5,5.5,Feminino,13.0,2021,Pública,,,4.0,Em fase/Avancado,0
RA-389,2024,3,3,0,Ametista,7.2079551282,9.585,6.674358974333333,8.76,6.5625,5.166666666666667,6.745,10.0,6.5,4.0,5.0,Masculino,13.0,2021,Pública,,,4.0,Em fase/Avancado,0
RA-390,2024,3,3,0,Ágata,6.5472236842000004,7.5,6.080701754333333,8.755,6.5625,4.166666666666667,6.08,10.0,3.0,2.5,7.0,Feminino,13.0,2022,Pública,,,4.0,Em fase/Avancado,0
RA-376,2024,3,4,-1,Quartzo,5.896573588800001,10.002,8.287284610666667,2.51,6.5625,2.8333333333333335,6.325,5.0,2.0,5.0,1.5,Feminino,14.0,2021,Pública,,,4.0,Moderada,1
RA-584,2024,3,3,0,Ágata,6.752914393933334,8.751,5.636363636333333,8.755,7.34375,4.333333333333333,6.37,10.0,2.0,5.0,6.0,Feminino,12.0,2021,Pública,,,4.0,Em fase/Avancado,0
RA-535,2024,3,3,0,Ametista,7.659555952400001,9.168,7.161904762,8.135,7.96875,6.0,7.5,10.0,7.0,5.5,5.5,Feminino,12.0,2021,Pública,,,5.0,Em fase/Avancado,0
RA-547,2024,3,3,0,Ametista,7.2102906723333335,8.751,7.030620028333334,8.135,5.625,6.833333333333333,5.932,10.0,9.0,4.5,7.0,Feminino,13.0,2021,Pública,,,5.0,Em fase/Avancado,0
RA-557,2024,3,3,0,Topázio,9.350986466133334,10.002,8.756265663999999,7.51,10.0,9.666666666666666,9.576,10.0,10.0,9.0,10.0,Masculino,12.0,2021,Privada - Programa de Apadrinhamento,,,5.0,Em fase/Avancado,0
RA-548,2024,3,3,0,Ametista,7.240168803466668,9.168,7.600427350666667,7.51,5.9375,6.666666666666667,5.626,10.0,9.0,5.0,6.0,Masculino,13.0,2021,Pública,,,5.0,Em fase/Avancado,0
RA-1102,2024,3,2,1,Topázio,8.440611904733334,8.751,9.390476190333333,8.13,5.9375,9.333333333333334,7.07,10.0,10.0,8.0,10.0,Masculino,12.0,2023,Pública,,,5.0,Em fase/Avancado,0
RA-1532,2024,3,4,-1,Quartzo,4.548544781066667,0.0,3.9057239053333332,7.51,7.5,2.0,6.832,5.0,0.0,6.0,0.0,Masculino,15.0,2024,Pública,,,5.0,Moderada,1
RA-538,2024,3,4,-1,Ágata,6.514094017066666,8.751,7.668803418666666,7.51,5.625,6.166666666666667,5.292,5.0,10.0,4.5,4.0,Masculino,14.0,2022,Pública,,,5.0,Moderada,1
RA-365,2024,3,2,1,Topázio,8.526983333333334,9.585,10.0,7.51,8.4375,6.666666666666667,8.202,10.0,8.0,7.0,5.0,Feminino,11.0,2022,Pública,,,5.0,Em fase/Avancado,0
RA-563,2024,3,3,0,Topázio,8.595447619066668,9.168,9.461904762000001,8.135,8.125,8.333333333333334,7.468,10.0,10.0,9.0,6.0,Feminino,12.0,2021,Pública,,,5.0,Em fase/Avancado,0
RA-1157,2024,3,4,-1,Ametista,7.916082936533334,9.585,9.082539682666665,7.51,7.96875,7.0,8.466,5.0,8.0,6.0,7.0,Masculino,15.0,2023,Pública,,,5.0,Moderada,1
RA-258,2024,3,3,0,Ágata,6.429063888866667,7.084,6.944444444333333,7.51,7.34375,2.5,6.732,10.0,,5.0,0.0,Feminino,13.0,2021,Pública,,,5.0,Em fase/Avancado,0
RA-369,2024,3,3,0,Quartzo,5.667282265,8.751,4.908119658333334,7.51,6.40625,1.6666666666666667,5.428,10.0,0.0,0.0,5.0,Masculino,13.0,2022,Pública,,,5.0,Em fase/Avancado,0
RA-375,2024,3,3,0,Ametista,7.970034615400001,9.585,9.443589743666667,7.51,7.1875,6.833333333333333,6.432,10.0,9.0,5.5,6.0,Masculino,13.0,2021,Pública,,,5.0,Em fase/Avancado,0
RA-1533,2024,3,3,0,Topázio,9.089828985533336,9.168,9.710144927666667,8.135,8.5,9.5,8.3375,10.0,10.0,8.5,10.0,Feminino,14.0,2024,Pública,,,4.0,Em fase/Avancado,0
RA-1534,2024,3,3,0,Ametista,7.188366666666667,7.917,9.666666666666666,8.135,8.0,1.1666666666666667,8.0825,10.0,2.0,1.5,0.0,Feminino,13.0,2024,Pública,,,4.0,Em fase/Avancado,0
RA-1160,2024,3,4,-1,Ágata,6.274190982333334,8.751,8.201288245,7.51,6.25,3.1666666666666665,6.2475,5.0,5.5,2.0,2.0,Masculino,14.0,2023,Pública,,,4.0,Moderada,1
RA-562,2024,3,3,0,Topázio,8.392733333333334,8.334,9.833333333333334,8.135,7.625,7.833333333333333,7.25,10.0,7.5,7.5,8.5,Feminino,13.0,2021,Pública,,,4.0,Em fase/Avancado,0
RA-1112,2024,3,3,0,Ágata,6.8560823939999995,9.585,9.02791197,8.135,5.375,4.0,4.705,10.0,4.0,4.0,4.0,Masculino,13.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-1535,2024,3,3,0,Ametista,7.109390969933334,8.751,5.103121516333333,7.51,7.125,5.833333333333333,7.9175,10.0,7.5,5.5,4.5,Feminino,13.0,2024,Pública,,,4.0,Em fase/Avancado,0
RA-1536,2024,3,4,-1,Ametista,7.653744444466668,9.168,8.722222222333334,8.135,7.875,7.0,7.4575,5.0,10.0,3.5,7.5,Feminino,15.0,2024,Pública,,,4.0,Moderada,1
RA-357,2024,3,4,-1,Ametista,7.731569404200001,8.751,9.028180354333333,8.135,7.875,7.666666666666667,7.0825,5.0,8.5,7.0,7.5,Masculino,14.0,2022,Pública,,,4.0,Moderada,1
RA-583,2024,3,3,0,Ametista,7.447591035933334,7.917,8.904455179666668,8.135,6.875,5.0,6.87,10.0,6.5,4.5,4.0,Feminino,14.0,2021,Pública,,,4.0,Em fase/Avancado,0
RA-1537,2024,3,4,-1,Topázio,8.176263231333333,9.168,8.33064949,8.135,8.125,8.666666666666666,8.67,5.0,10.0,6.0,10.0,Feminino,14.0,2024,Pública,,,4.0,Moderada,1
RA-599,2024,3,2,1,Topázio,8.3569352941,10.002,8.607843137333333,9.375,7.083333333,7.666666666666667,7.28,10.0,8.0,7.0,8.0,Masculino,12.0,2022,Pública,,,3.0,Em fase/Avancado,0
RA-651,2024,3,2,1,Topázio,8.689300000100001,9.168,10.0,7.51,8.541666667,7.5,8.336666667,10.0,10.0,6.0,6.5,Feminino,12.0,2022,Pública,,,3.0,Em fase/Avancado,0
RA-1131,2024,3,3,0,Topázio,8.2889555555,8.334,9.277777777666666,6.255,7.291666667,8.333333333333334,7.893333333,10.0,8.0,7.0,10.0,Feminino,13.0,2023,Privada - Programa de Apadrinhamento,,,3.0,Em fase/Avancado,0
RA-403,2024,3,3,0,Topázio,8.008488888833334,8.751,7.361111111,7.51,8.541666667,7.666666666666667,7.613333333,10.0,6.0,8.0,9.0,Masculino,14.0,2021,Pública,,,3.0,Em fase/Avancado,0
RA-1538,2024,3,2,1,Ametista,7.9631703704333345,9.168,7.935185184999999,8.13,7.916666667,7.166666666666667,7.106666667,10.0,7.5,6.0,8.0,Masculino,13.0,2021,Pública,,,3.0,Em fase/Avancado,0
RA-469,2024,3,3,0,Ametista,7.684639869300001,9.168,9.498366013,7.51,7.291666667,5.0,6.94,10.0,6.0,4.0,5.0,Feminino,13.0,2022,Pública,,,3.0,Em fase/Avancado,0
RA-1121,2024,3,3,0,Topázio,8.407166666633334,9.585,10.0,7.51,7.083333333,6.666666666666667,8.28,10.0,9.0,5.0,6.0,Masculino,12.0,2023,Pública,,,3.0,Em fase/Avancado,0
RA-1122,2024,3,2,1,Ametista,7.817322222166666,8.751,9.861111111,7.51,7.083333333,5.333333333333333,7.22,10.0,5.0,4.5,6.5,Masculino,12.0,2023,Pública,,,3.0,Em fase/Avancado,0
RA-422,2024,3,4,-1,Quartzo,5.544981481433334,7.5,6.157407407333333,7.51,6.458333333,2.8333333333333335,5.5,5.0,3.0,4.5,1.0,Masculino,14.0,2022,Pública,,,3.0,Moderada,1
RA-1117,2024,3,2,1,Ametista,7.601562962866668,8.751,8.314814814666667,7.51,8.125,5.666666666666667,6.833333333,10.0,5.0,5.0,7.0,Feminino,12.0,2023,Pública,,,3.0,Em fase/Avancado,0
RA-1539,2024,3,3,0,Ametista,7.709588888900001,6.667,9.027777777666666,6.885,7.708333333,6.833333333333333,7.056666667,10.0,6.0,7.0,7.5,Feminino,13.0,2024,Pública,,,3.0,Em fase/Avancado,0
RA-618,2024,3,5,-2,Ágata,6.718348148233334,10.002,8.324074074,6.88,6.666666667,4.166666666666667,6.826666667,5.0,5.0,4.5,3.0,Masculino,15.0,2021,Pública,,,3.0,Severa,1
RA-669,2024,3,3,0,Ágata,6.6438703703,7.5,4.851851851666666,7.51,7.291666667,5.333333333333333,6.883333333,10.0,5.0,6.0,5.0,Masculino,12.0,2022,Pública,,,3.0,Em fase/Avancado,0
RA-408,2024,3,3,0,Ágata,6.5276296297,7.5,4.981481481666667,7.51,7.083333333,4.833333333333333,6.776666667,10.0,3.0,5.5,6.0,Feminino,14.0,2022,Pública,,,3.0,Em fase/Avancado,0
RA-610,2024,3,2,1,Ametista,7.894888888933334,9.585,9.694444444333334,3.76,6.875,6.333333333333333,8.336666667,10.0,8.0,5.0,6.0,Feminino,11.0,2022,Pública,,,3.0,Em fase/Avancado,0
RA-409,2024,3,3,0,Topázio,8.225462962900002,9.585,9.231481481333333,7.51,7.916666667,7.166666666666667,7.223333333,10.0,7.0,7.5,7.0,Feminino,13.0,2022,Pública,,,3.0,Em fase/Avancado,0
RA-464,2024,3,4,-1,Ágata,6.872009064333334,9.168,7.851461988333334,8.76,7.1875,4.333333333333333,7.1175,5.0,3.0,3.5,6.5,Feminino,15.0,2022,Pública,,,4.0,Moderada,1
RA-1165,2024,3,3,0,Ametista,7.908044272466667,8.751,6.829721362333333,8.135,6.875,8.0,7.83,10.0,9.0,7.5,7.5,Feminino,13.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-466,2024,3,4,-1,Ágata,6.778749122800001,8.751,7.223245614,8.76,7.5,4.0,7.665,5.0,3.0,6.5,2.5,Masculino,15.0,2022,Pública,,,4.0,Moderada,1
RA-414,2024,3,3,0,Ametista,7.187625925933334,7.917,8.429629629666666,7.51,6.25,6.0,5.67,10.0,9.0,3.0,6.0,Feminino,14.0,2021,Pública,,,4.0,Em fase/Avancado,0
RA-401,2024,3,3,0,Ágata,6.728911403533334,6.666,6.839473684333334,6.885,6.5625,4.833333333333333,6.915,10.0,7.0,5.0,2.5,Feminino,14.0,2021,Pública,,,4.0,Em fase/Avancado,0
RA-1141,2024,3,3,0,Ágata,6.793890866866667,9.585,6.191537667666666,7.51,6.5625,4.166666666666667,6.7825,10.0,5.0,4.5,3.0,Feminino,13.0,2023,Pública,,,4.0,Em fase/Avancado,0
RA-592,2024,3,2,1,Ametista,7.121622213600001,7.917,6.108152734666667,2.51,7.65625,7.833333333333333,7.625,10.0,7.0,8.0,8.5,Feminino,12.0,2021,Privada,,,4.0,Em fase/Avancado,0
RA-474,2024,3,4,-1,Ágata,6.024753703733333,9.168,5.818518518666667,7.51,7.1875,3.0,6.8725,5.0,4.0,3.0,2.0,Masculino,15.0,2021,Pública,,,4.0,Moderada,1
RA-602,2024,3,3,0,Topázio,8.647409313733334,9.585,9.670588235333334,7.51,8.28125,7.333333333333333,8.545,10.0,9.0,5.0,8.0,Masculino,13.0,2021,Pública,,,4.0,Em fase/Avancado,0
RA-666,2024,3,3,0,Topázio,8.185838802933334,10.002,7.881527348,7.51,7.5,7.166666666666667,8.375,10.0,10.0,5.5,6.0,Masculino,12.0,2022,Pública,,,4.0,Em fase/Avancado,0
RA-604,2024,3,2,1,Ametista,7.429623555266667,8.334,7.5029927763333335,8.13,6.40625,7.0,6.21,10.0,8.0,5.5,7.5,Feminino,12.0,2021,Pública,,,4.0,Em fase/Avancado,0
RA-476,2024,3,3,0,Ágata,6.7359982456,7.917,6.5964912280000005,7.51,6.25,4.5,6.745,10.0,7.0,4.0,2.5,Feminino,14.0,2021,Pública,,,4.0,Em fase/Avancado,0
RA-423,2024,3,3,0,Ágata,6.616193704866666,5.833,6.501135191,8.13,6.875,4.333333333333333,6.8275,10.0,6.0,3.5,3.5,Feminino,14.0,2022,Pública,,,4.0,Em fase/Avancado,0
RA-631,2024,3,3,0,Ágata,6.795673420466667,8.334,7.2122004356666665,8.75,5.625,4.166666666666667,6.245,10.0,7.0,3.5,2.0,Masculino,14.0,2022,Pública,,,4.0,Em fase/Avancado,0
RA-658,2024,3,2,1,Ametista,7.507033333333333,8.751,10.0,8.135,7.375,3.6666666666666665,6.738,10.0,5.5,2.5,3.0,Feminino,12.0,2022,Pública,,,5.0,Em fase/Avancado,0
RA-1540,2024,3,4,-1,Quartzo,5.696233333333334,8.334,5.0,7.51,7.125,2.6666666666666665,6.83,5.0,2.0,2.0,4.0,Feminino,14.0,2024,Pública,,,5.0,Moderada,1
RA-1541,2024,3,3,0,Topázio,8.337,9.168,8.633333333333333,6.88,8.25,8.166666666666666,7.736,10.0,9.0,7.0,8.5,Masculino,13.0,2024,Pública,,,5.0,Em fase/Avancado,0
RA-1114,2024,3,3,0,Ametista,7.437466666666667,8.751,9.533333333333333,2.51,8.375,5.0,7.836,10.0,5.0,3.0,7.0,Feminino,12.0,2023,Pública,,,5.0,Em fase/Avancado,0
RA-662,2024,3,3,0,Ametista,7.1074778554666675,7.917,7.6107226106666666,7.51,7.625,4.166666666666667,7.234,10.0,4.5,5.0,3.0,Feminino,13.0,2022,Pública,,,5.0,Em fase/Avancado,0
RA-760,2024,3,3,0,Ágata,6.942581818200001,9.168,7.090909091,7.51,6.25,5.0,6.158,10.0,2.5,3.5,9.0,Masculino,13.0,2021,Pública,,,5.0,Em fase/Avancado,0
RA-1542,2024,3,5,-2,Ágata,6.0886079922,7.501,6.304873294333333,8.135,7.375,3.1666666666666665,6.966,5.0,1.0,3.5,5.0,Feminino,16.0,2024,Pública,,,5.0,Severa,1
RA-404,2024,3,3,0,Ágata,6.624588235266668,8.334,6.286274509666666,2.51,7.5,5.666666666666667,6.998,10.0,6.0,5.0,6.0,Feminino,14.0,2021,Pública,,,5.0,Em fase/Avancado,0
RA-1119,2024,3,4,-1,Ametista,7.388266666666667,9.585,8.716666666666667,7.51,7.625,5.666666666666667,7.698,5.0,6.0,3.5,7.5,Feminino,14.0,2023,Pública,,,5.0,Moderada,1
RA-1116,2024,3,4,-1,Quartzo,3.7894777778,0.0,3.3555555556666667,6.26,5.125,2.3333333333333335,5.066,5.0,1.0,3.0,3.0,Masculino,15.0,2023,Pública,,,5.0,Moderada,1
RA-667,2024,3,3,0,Ametista,7.177130604266668,9.168,7.038986354666666,7.51,7.75,4.666666666666667,6.966,10.0,5.5,4.5,4.0,Masculino,13.0,2021,Pública,,,5.0,Em fase/Avancado,0
RA-605,2024,3,3,0,Ágata,6.0175222222,7.5,6.194444444333333,6.885,7.0,2.6666666666666665,5.534,10.0,1.5,3.5,3.0,Feminino,13.0,2021,Pública,,,5.0,Em fase/Avancado,0
RA-1543,2024,3,4,-1,Ágata,6.754584615400001,7.5,8.076923077,7.51,7.25,5.0,7.066,5.0,6.0,4.0,,Masculino,14.0,2024,Pública,,,5.0,Moderada,1
RA-1118,2024,3,3,0,Ametista,7.0305545924,7.084,7.846439628666666,9.38,6.75,3.8333333333333335,6.866,10.0,3.0,4.5,4.0,Feminino,14.0,2023,Pública,,,5.0,Em fase/Avancado,0
RA-1544,2024,3,4,-1,Ágata,6.905568627466667,8.334,8.674509804,6.885,6.625,5.833333333333333,6.598,5.0,5.5,5.5,6.5,Feminino,14.0,2024,Pública,,,5.0,Moderada,1
RA-1545,2024,3,3,0,Ametista,7.296598575533334,7.501,6.210826211,8.13,6.25,8.166666666666666,6.165,10.0,8.0,6.5,10.0,Feminino,12.0,2024,Pública,,,2.0,Em fase/Avancado,0
RA-1127,2024,3,3,0,Topázio,8.180966666666668,9.168,10.0,7.51,8.125,5.833333333333333,7.67,10.0,8.5,4.5,4.5,Feminino,12.0,2023,Pública,,,2.0,Em fase/Avancado,0
RA-1129,2024,3,3,0,Ametista,7.360417647066668,9.168,7.137254902,8.13,6.875,6.833333333333333,5.745,10.0,9.0,5.5,6.0,Masculino,12.0,2023,Pública,,,2.0,Em fase/Avancado,0
RA-1546,2024,3,3,0,Ágata,6.900662108266667,8.334,6.374643874666667,8.75,7.5,4.666666666666667,6.17,10.0,5.0,3.0,6.0,Masculino,14.0,2024,Pública,,,2.0,Em fase/Avancado,0
