ra,ano,fase,fase_ideal,defasagem,pedra,inde,iaa,ieg,ips,ipp,ida,ipv,ian,nota_mat,nota_por,nota_ing,genero,idade,ano_ingresso,instituicao_ensino,indicado_bolsa,atingiu_pv,num_avaliacoes,defasagem_cat,risco_defasagem
RA-126,2022,4,5,-1,Ágata,6.289,7.1,5.8,7.5,,4.4,7.417,5.0,4.0,5.0,4.2,Masculino,15.0,2018,Escola Pública,Sim,Não,4.0,Moderada,1
RA-127,2022,4,4,0,Topázio,8.283,7.5,8.7,7.5,,7.9,8.125,10.0,7.7,7.7,8.3,Feminino,14.0,2022,Escola Pública,Sim,Não,4.0,Em fase/Avancado,0
RA-128,2022,4,5,-1,Quartzo,5.563,0.0,6.2,7.5,,5.6,6.167,5.0,6.7,6.8,3.2,Masculino,15.0,2019,Escola Pública,Sim,Não,4.0,Moderada,1
RA-129,2022,4,5,-1,Ágata,6.926,6.7,6.4,7.5,,6.7,7.792,5.0,6.0,5.3,8.7,Masculino,15.0,2019,Escola Pública,Sim,Não,4.0,Moderada,1
RA-130,2022,4,6,-2,Quartzo,5.624,8.3,4.7,5.0,,4.1,6.5,5.0,3.7,5.2,3.5,Feminino,16.0,2018,Escola Pública,Não,Não,4.0,Severa,1
RA-131,2022,4,5,-1,Ametista,7.174,8.8,9.0,5.6,,5.6,7.75,5.0,6.0,6.5,4.2,Feminino,15.0,2016,Escola Pública,Sim,Não,4.0,Moderada,1
RA-132,2022,4,4,0,Topázio,8.355,10.0,8.8,5.6,,7.7,8.458,10.0,6.5,7.5,9.1,Feminino,14.0,2019,Rede Decisão,Não,Sim,4.0,Em fase/Avancado,0
RA-133,2022,4,5,-1,Ágata,6.875,7.9,7.1,7.5,,5.6,7.625,5.0,4.7,7.2,5.0,Feminino,15.0,2016,Escola Pública,Não,Não,4.0,Moderada,1
RA-134,2022,4,5,-1,Ágata,6.607,8.8,6.8,7.5,,4.7,7.375,5.0,4.7,6.8,2.5,Feminino,15.0,2021,Escola Pública,Sim,Não,4.0,Moderada,1
RA-135,2022,4,5,-1,Ametista,7.692,8.3,7.8,5.6,,8.6,8.583,5.0,8.0,8.2,9.5,Feminino,15.0,2019,Escola Pública,Sim,Sim,4.0,Moderada,1
RA-136,2022,4,5,-1,Ágata,6.478,10.0,6.3,7.5,,4.6,6.667,5.0,5.3,5.7,2.8,Masculino,15.0,2019,Escola Pública,Não,Não,4.0,Moderada,1
RA-137,2022,4,7,-3,Ametista,7.056,7.5,8.9,5.0,,7.3,7.792,2.5,6.0,7.3,8.5,Feminino,17.0,2016,Rede Decisão,Não,Não,4.0,Severa,1
RA-138,2022,4,5,-1,Ágata,6.738,9.6,8.0,5.6,,5.6,6.375,5.0,5.0,6.5,5.2,Masculino,15.0,2016,Escola Pública,Sim,Não,4.0,Moderada,1
RA-139,2022,4,7,-3,Quartzo,3.738,7.1,3.5,5.0,,1.4,3.917,2.5,1.7,2.7,0.0,Masculino,17.0,2019,Escola Pública,Não,Não,4.0,Severa,1
RA-140,2022,4,4,0,Ametista,7.407,7.9,7.6,6.9,,5.7,7.667,10.0,5.0,6.5,5.6,Feminino,14.0,2021,Escola Pública,Sim,Não,4.0,Em fase/Avancado,0
RA-141,2022,4,4,0,Ametista,7.118,9.2,8.2,5.6,,5.7,5.917,10.0,5.8,6.2,5.0,Masculino,14.0,2017,Escola Pública,Não,Não,4.0,Em fase/Avancado,0
RA-142,2022,4,4,0,Ametista,7.457,6.7,8.6,5.6,,6.3,7.583,10.0,6.0,6.8,6.0,Feminino,14.0,2021,Escola Pública,Não,Não,4.0,Em fase/Avancado,0
RA-143,2022,4,3,1,Topázio,8.638,8.3,9.9,5.6,,7.9,9.5,10.0,9.7,7.7,6.4,Masculino,13.0,2019,Rede Decisão,Não,Sim,4.0,Em fase/Avancado,0
RA-144,2022,4,4,0,Topázio,8.181,7.5,9.3,5.0,,7.9,8.292,10.0,7.5,7.2,9.0,Feminino,14.0,2017,Rede Decisão,Não,Não,4.0,Em fase/Avancado,0
RA-145,2022,4,6,-2,Quartzo,5.846,0.0,6.3,8.1,,5.2,7.25,5.0,3.0,4.8,7.8,Masculino,16.0,2017,Escola Pública,Sim,Não,4.0,Severa,1
RA-146,2022,4,5,-1,Ametista,7.947,8.3,9.2,7.5,,7.9,8.208,5.0,6.3,7.3,10.0,Feminino,15.0,2022,Escola Pública,Sim,Não,4.0,Moderada,1
RA-147,2022,4,4,0,Ametista,7.541,8.3,7.7,7.5,,6.1,7.25,10.0,5.8,4.8,7.7,Feminino,14.0,2022,Escola Pública,Não,Não,4.0,Em fase/Avancado,0
RA-148,2022,4,4,0,Ametista,7.894,9.2,7.9,10.0,,5.3,7.708,10.0,4.7,6.3,5.0,Masculino,14.0,2022,Escola Pública,Sim,Não,4.0,Em fase/Avancado,0
RA-149,2022,4,5,-1,Ágata,6.323,9.2,6.5,7.5,,5.0,6.125,5.0,4.0,6.0,,Feminino,15.0,2022,Escola Pública,Não,Não,4.0,Moderada,1
RA-150,2022,4,6,-2,Ágata,6.962,9.6,6.3,6.9,,6.9,7.333,5.0,5.3,6.7,8.6,Feminino,16.0,2020,Escola Pública,Sim,Não,4.0,Severa,1
RA-151,2022,4,6,-2,Ametista,7.563,8.8,7.5,6.9,,8.3,7.958,5.0,7.3,8.0,9.5,Feminino,16.0,2020,Escola Pública,Sim,Não,4.0,Severa,1
RA-152,2022,4,6,-2,Ágata,6.712,8.3,7.0,7.5,,6.5,6.292,5.0,4.0,7.0,8.5,Feminino,16.0,2022,Escola Pública,Não,Não,4.0,Severa,1
RA-153,2022,4,4,0,Ametista,7.535,7.9,8.2,5.0,,6.6,7.708,10.0,3.3,7.7,8.8,Feminino,14.0,2018,Rede Decisão,Não,Não,4.0,Em fase/Avancado,0
RA-154,2022,4,5,-1,Ágata,6.073,8.3,6.1,6.3,,4.0,6.833,5.0,3.7,6.2,2.1,Masculino,15.0,2017,Escola Pública,Sim,Não,4.0,Moderada,1
RA-155,2022,4,6,-2,Ametista,7.051,10.0,8.3,7.5,,5.2,6.833,5.0,4.3,6.8,4.3,Masculino,16.0,2022,Escola Pública,Sim,Não,4.0,Severa,1
RA-156,2022,4,5,-1,Ametista,7.357,10.0,8.3,9.4,,4.4,7.792,5.0,4.7,6.5,2.1,Masculino,15.0,2018,Escola Pública,Sim,Não,4.0,Moderada,1
RA-157,2022,4,3,1,Topázio,8.317,7.5,10.0,6.3,,7.7,8.292,10.0,7.0,7.5,8.7,Feminino,12.0,2018,Rede Decisão,Não,Não,4.0,Em fase/Avancado,0
RA-158,2022,4,7,-3,Ametista,7.302,7.9,9.8,5.6,,6.6,8.125,2.5,5.0,6.7,8.1,Feminino,17.0,2017,Rede Decisão,Não,Não,4.0,Severa,1
RA-159,2022,4,5,-1,Ágata,6.49,8.3,8.1,5.6,,4.7,6.458,5.0,4.3,5.8,3.9,Feminino,15.0,2021,Escola Pública,Não,Não,4.0,Moderada,1
RA-160,2022,4,5,-1,Ágata,6.746,7.5,7.2,5.6,,5.3,8.25,5.0,2.7,6.0,7.1,Feminino,15.0,2021,Escola Pública,Sim,Não,4.0,Moderada,1
RA-161,2022,4,2,2,Ametista,7.957,7.9,9.1,5.6,,6.9,8.083,10.0,5.3,6.8,8.5,Feminino,11.0,2018,Rede Decisão,Não,Não,4.0,Em fase/Avancado,0
RA-162,2022,4,4,0,Ametista,7.215,6.7,8.5,7.5,,5.5,6.542,10.0,4.7,5.5,6.4,Feminino,14.0,2021,Escola Pública,Não,Não,4.0,Em fase/Avancado,0
RA-163,2022,4,5,-1,Ágata,6.797,8.8,7.9,5.6,,6.7,6.5,5.0,6.5,6.3,7.4,Feminino,15.0,2021,Escola Pública,Não,Não,4.0,Moderada,1
RA-164,2022,4,6,-2,Ágata,6.776,8.3,7.3,5.6,,6.5,7.208,5.0,4.7,6.5,8.3,Masculino,16.0,2018,Escola Pública,Sim,Não,4.0,Severa,1
RA-165,2022,4,4,0,Topázio,8.063,7.1,9.8,5.6,,7.6,7.5,10.0,5.3,7.8,9.7,Feminino,14.0,2017,Rede Decisão,Não,Não,4.0,Em fase/Avancado,0
RA-166,2022,4,4,0,Topázio,8.253,9.2,9.0,6.3,,8.1,7.542,10.0,7.0,7.2,10.0,Masculino,14.0,2020,Escola Pública,Sim,Não,4.0,Em fase/Avancado,0
RA-167,2022,4,6,-2,Ametista,7.798,9.2,9.7,5.6,,7.9,7.833,5.0,9.3,8.0,6.3,Feminino,16.0,2018,Rede Decisão,Não,Não,4.0,Severa,1
RA-168,2022,4,5,-1,Ágata,6.917,7.9,8.3,6.3,,5.9,7.083,5.0,4.7,8.2,5.0,Feminino,15.0,2018,Rede Decisão,Não,Não,4.0,Moderada,1
RA-169,2022,4,5,-1,Quartzo,5.159,7.5,5.1,6.3,,3.2,4.792,5.0,1.3,4.5,3.8,Feminino,15.0,2018,Escola Pública,Não,Não,4.0,Moderada,1
RA-170,2022,4,4,0,Ágata,7.007,8.3,9.2,5.6,,4.9,5.792,10.0,3.7,6.7,4.3,Feminino,14.0,2018,Rede Decisão,Não,Não,4.0,Em fase/Avancado,0
RA-171,2022,4,6,-2,Ágata,6.581,7.5,6.8,7.5,,5.5,6.875,5.0,3.0,8.0,,Masculino,16.0,2022,Escola Pública,Não,Não,4.0,Severa,1
RA-172,2022,4,4,0,Topázio,8.673,9.2,8.9,9.4,,7.3,8.917,10.0,6.0,7.7,8.1,Feminino,14.0,2018,Rede Decisão,Não,Sim,4.0,Em fase/Avancado,0
RA-173,2022,4,7,-3,Ametista,7.816,8.3,9.2,6.9,,7.9,9.25,2.5,9.0,7.5,7.1,Masculino,17.0,2019,Rede Decisão,Não,Sim,4.0,Severa,1
RA-174,2022,4,5,-1,Ágata,6.075,7.9,6.2,7.5,,4.4,6.042,5.0,4.0,5.3,3.8,Feminino,15.0,2019,Escola Pública,Não,Não,4.0,Moderada,1
RA-175,2022,4,5,-1,Ágata,6.75,8.3,9.2,5.6,,5.9,5.833,5.0,4.7,7.2,5.9,Feminino,15.0,2018,Rede Decisão,Não,Não,4.0,Moderada,1
RA-176,2022,3,3,0,Topázio,8.427,9.6,9.1,5.6,,6.9,9.083,10.0,5.1,6.8,8.7,Feminino,13.0,2018,Rede Decisão,Não,Sim,4.0,Em fase/Avancado,0
RA-177,2022,3,3,0,Ametista,7.424,7.9,8.8,4.4,,6.8,6.958,10.0,6.0,7.5,,Feminino,13.0,2022,Escola Pública,Não,Não,4.0,Em fase/Avancado,0
RA-178,2022,3,3,0,Ágata,7.025,0.0,8.8,4.4,,6.3,8.458,10.0,6.2,5.3,7.3,Feminino,13.0,2016,Rede Decisão,Não,Sim,4.0,Em fase/Avancado,0
RA-179,2022,3,3,0,Ametista,7.993,7.5,9.2,7.5,,6.1,8.042,10.0,3.7,6.7,8.0,Masculino,12.0,2022,Escola Pública,Sim,Não,4.0,Em fase/Avancado,0
RA-180,2022,3,3,0,Topázio,8.442,9.2,8.3,6.3,,8.1,8.625,10.0,7.7,8.3,8.3,Masculino,12.0,2018,Rede Decisão,Não,Sim,4.0,Em fase/Avancado,0
RA-181,2022,3,3,0,Topázio,8.623,9.2,9.5,8.8,,6.8,8.458,10.0,6.8,7.3,6.2,Feminino,13.0,2019,Rede Decisão,Não,Sim,4.0,Em fase/Avancado,0
RA-182,2022,3,6,-3,Ágata,6.328,7.5,8.0,7.5,,4.1,6.958,2.5,1.3,5.7,5.4,Feminino,16.0,2021,Escola Pública,Não,Não,4.0,Severa,1
RA-183,2022,3,3,0,Ametista,7.3,8.3,8.8,7.5,,3.8,7.25,10.0,0.0,7.5,,Feminino,13.0,2022,Escola Pública,Não,Não,4.0,Em fase/Avancado,0
RA-184,2022,3,6,-3,Ametista,7.28,8.8,7.7,7.5,,7.2,8.0,2.5,5.0,7.3,9.3,Masculino,16.0,2019,Escola Pública,Sim,Não,4.0,Severa,1
RA-185,2022,3,5,-2,Ágata,6.615,7.9,7.7,7.5,,4.5,6.875,5.0,3.3,5.7,4.5,Masculino,15.0,2021,Escola Pública,Não,Não,4.0,Severa,1
RA-186,2022,3,3,0,Ametista,7.832,8.3,8.5,7.5,,6.6,7.5,10.0,6.0,5.7,8.0,Feminino,13.0,2019,Escola Pública,Sim,Não,4.0,Em fase/Avancado,0
RA-187,2022,3,3,0,Ametista,7.928,8.8,8.9,7.5,,5.8,7.917,10.0,5.3,7.2,4.8,Feminino,12.0,2019,Rede Decisão,Não,Não,4.0,Em fase/Avancado,0
RA-188,2022,3,4,-1,Quartzo,5.307,0.0,6.1,7.5,,2.7,7.583,5.0,3.0,3.2,2.0,Masculino,14.0,2021,Escola Pública,Sim,Não,4.0,Moderada,1
RA-189,2022,3,4,-1,Ametista,7.629,10.0,9.7,5.0,,7.2,7.333,5.0,6.3,7.2,8.0,Masculino,14.0,2018,Rede Decisão,Não,Não,4.0,Moderada,1
RA-190,2022,3,3,0,Ametista,7.335,6.7,6.9,8.8,,6.3,7.25,10.0,5.0,7.5,,Feminino,13.0,2022,Escola Pública,Não,Não,4.0,Em fase/Avancado,0
RA-191,2022,3,3,0,Topázio,8.74,10.0,9.4,8.8,,7.2,8.5,10.0,8.0,7.2,6.3,Masculino,13.0,2019,Rede Decisão,Não,Sim,4.0,Em fase/Avancado,0
RA-192,2022,3,5,-2,Quartzo,4.932,8.8,3.6,7.5,,2.7,4.708,5.0,1.7,4.7,1.7,Masculino,15.0,2021,Escola Pública,Não,Não,4.0,Severa,1
RA-193,2022,3,3,0,Topázio,8.155,9.2,8.9,5.6,,6.7,8.5,10.0,5.0,6.3,8.7,Masculino,12.0,2016,Rede Decisão,Não,Sim,4.0,Em fase/Avancado,0
RA-194,2022,3,4,-1,Quartzo,4.265,0.0,6.2,5.0,,3.2,3.75,5.0,3.7,5.8,0.0,Feminino,14.0,2022,Escola Pública,Não,Não,4.0,Moderada,1
RA-195,2022,3,3,0,Ametista,8.017,8.8,9.2,5.0,,6.3,8.25,10.0,6.8,6.3,5.8,Feminino,13.0,2017,Rede Decisão,Não,Não,4.0,Em fase/Avancado,0
RA-196,2022,3,3,0,Topázio,8.124,9.2,9.1,7.5,,5.1,8.625,10.0,4.0,6.0,5.3,Masculino,12.0,2018,Rede Decisão,Não,Sim,4.0,Em fase/Avancado,0
RA-197,2022,3,3,0,Topázio,8.218,8.8,9.7,4.4,,7.3,8.292,10.0,6.0,7.5,8.3,Feminino,13.0,2021,Rede Decisão,Não,Não,4.0,Em fase/Avancado,0
RA-198,2022,3,3,0,Quartzo,5.554,0.0,6.2,5.0,,4.6,5.958,10.0,5.2,5.8,2.8,Masculino,13.0,2017,Escola Pública,Não,Não,4.0,Em fase/Avancado,0
RA-199,2022,3,3,0,Ametista,7.564,8.3,7.1,7.5,,7.5,6.458,10.0,5.7,7.8,9.0,Masculino,13.0,2022,Escola Pública,Não,Não,4.0,Em fase/Avancado,0
RA-200,2022,3,5,-2,Quartzo,5.705,7.9,5.6,4.4,,5.5,4.917,5.0,4.7,5.0,6.8,Masculino,15.0,2018,Escola JP II,Não,Não,4.0,Severa,1
RA-201,2022,3,5,-2,Ametista,7.078,7.9,7.3,7.5,,6.5,7.542,5.0,6.0,7.2,6.3,Feminino,15.0,2021,Escola Pública,Não,Não,4.0,Severa,1
RA-202,2022,3,4,-1,Quartzo,5.201,0.0,5.2,4.4,,5.4,6.917,5.0,6.3,5.8,4.2,Feminino,14.0,2017,Escola Pública,Sim,Não,4.0,Moderada,1
RA-203,2022,3,4,-1,Quartzo,5.669,8.8,4.3,7.5,,2.8,6.875,5.0,2.3,3.5,2.5,Feminino,14.0,2021,Escola Pública,Não,Não,4.0,Moderada,1
RA-204,2022,3,3,0,Ágata,6.943,7.9,6.7,4.4,,7.4,5.708,10.0,5.3,8.5,8.5,Feminino,13.0,2019,Escola Pública,Não,Não,4.0,Em fase/Avancado,0
RA-205,2022,3,4,-1,Quartzo,5.372,9.6,3.8,7.5,,4.1,4.833,5.0,5.7,1.7,5.0,Masculino,14.0,2020,Escola Pública,Não,Não,4.0,Moderada,1
RA-206,2022,3,3,0,Ametista,7.101,8.3,8.8,7.5,,5.0,5.167,10.0,4.0,6.0,,Feminino,12.0,2022,Escola Pública,Não,Não,4.0,Em fase/Avancado,0
RA-207,2022,3,6,-3,Quartzo,4.936,0.0,4.8,7.5,,5.8,5.708,2.5,5.3,4.0,8.0,Masculino,16.0,2021,Escola Pública,Não,Não,4.0,Severa,1
RA-208,2022,3,4,-1,Ágata,6.667,7.5,7.1,7.5,,6.1,6.417,5.0,5.0,7.5,5.8,Masculino,14.0,2018,Escola Pública,Não,Não,4.0,Moderada,1
RA-209,2022,3,4,-1,Quartzo,4.499,0.0,4.8,5.6,,6.0,3.75,5.0,5.0,5.2,7.8,Masculino,14.0,2019,Escola Pública,Não,Não,4.0,Moderada,1
RA-210,2022,3,4,-1,Quartzo,4.44,0.0,5.1,7.5,,3.4,4.417,5.0,2.7,5.3,2.3,Masculino,14.0,2022,Escola Pública,Não,Não,4.0,Moderada,1
RA-211,2022,3,3,0,Topázio,8.465,9.2,8.8,7.5,,7.6,8.458,10.0,6.7,7.5,8.5,Masculino,13.0,2021,Escola Pública,Sim,Sim,4.0,Em fase/Avancado,0
RA-212,2022,3,4,-1,Ametista,7.268,9.6,8.4,7.5,,6.2,6.958,5.0,4.8,5.8,7.8,Masculino,14.0,2022,Escola Pública,Não,Não,4.0,Moderada,1
RA-213,2022,3,3,0,Ametista,7.209,9.6,8.7,7.5,,3.5,6.833,10.0,5.0,2.0,,Masculino,13.0,2022,Escola Pública,Não,Não,4.0,Em fase/Avancado,0
RA-214,2022,3,5,-2,Quartzo,4.87,0.0,6.1,7.5,,4.3,5.125,5.0,5.0,3.5,,Masculino,15.0,2022,Escola Pública,Não,Não,4.0,Severa,1
RA-215,2022,3,3,0,Ametista,7.172,6.7,5.8,7.5,,7.8,6.542,10.0,5.7,7.7,10.0,Feminino,13.0,2021,Escola Pública,Não,Não,4.0,Em fase/Avancado,0
RA-216,2022,3,3,0,Ametista,7.502,7.9,8.5,7.5,,7.0,5.583,10.0,5.3,6.5,9.2,Feminino,13.0,2018,Escola Pública,Não,Não,4.0,Em fase/Avancado,0
RA-217,2022,3,5,-2,Ametista,7.397,7.9,8.5,7.5,,7.1,7.292,5.0,6.3,7.2,7.7,Feminino,15.0,2021,Escola Pública,Sim,Não,4.0,Severa,1
RA-218,2022,3,4,-1,Ágata,6.1,6.3,7.3,7.5,,4.0,6.125,5.0,5.0,7.0,0.0,Feminino,14.0,2022,Escola Pública,Não,Não,4.0,Moderada,1
RA-219,2022,3,6,-3,Quartzo,5.942,8.8,6.9,7.5,,3.5,6.375,2.5,4.0,4.8,1.7,Masculino,16.0,2019,Escola Pública,Não,Não,4.0,Severa,1
RA-220,2022,3,3,0,Ágata,7.028,0.0,8.1,7.5,,6.5,7.833,10.0,6.8,6.8,5.8,Feminino,13.0,2022,Escola Pública,Sim,Não,4.0,Em fase/Avancado,0
RA-221,2022,3,4,-1,Ágata,6.892,9.6,8.5,7.5,,5.2,6.0,5.0,7.0,3.5,5.0,Masculino,14.0,2022,Escola Pública,Não,Não,4.0,Moderada,1
RA-222,2022,3,5,-2,Quartzo,5.604,7.1,4.6,7.5,,6.2,4.917,5.0,5.0,7.5,6.0,Feminino,15.0,2019,Escola Pública,Não,Não,4.0,Severa,1
RA-223,2022,3,3,0,Quartzo,4.966,0.0,4.6,7.5,,3.1,5.583,10.0,4.3,4.7,0.2,Feminino,13.0,2022,Escola Pública,Não,Não,4.0,Em fase/Avancado,0
RA-224,2022,3,3,0,Quartzo,5.671,9.6,4.3,7.5,,2.6,4.875,10.0,5.0,2.7,0.0,Masculino,13.0,2021,Escola Pública,Não,Não,4.0,Em fase/Avancado,0
RA-225,2022,3,4,-1,Quartzo,5.918,8.3,5.3,7.5,,5.0,5.708,5.0,3.0,7.0,,Masculino,14.0,2022,Escola Pública,Não,Não,4.0,Moderada,1
RA-226,2022,3,4,-1,Ágata,6.549,7.5,6.1,7.5,,6.8,6.208,5.0,7.0,6.5,,Feminino,14.0,2022,Escola Pública,Não,Não,4.0,Moderada,1
RA-227,2022,3,3,0,Ágata,6.471,9.2,6.4,7.5,,3.3,5.833,10.0,4.7,4.3,1.0,Masculino,12.0,2022,Escola Pública,Não,Não,4.0,Em fase/Avancado,0
RA-228,2022,3,5,-2,Ágata,6.196,7.5,6.7,7.5,,4.8,6.417,5.0,3.0,6.0,5.3,Feminino,15.0,2017,Escola Pública,Não,Não,4.0,Severa,1
RA-229,2022,3,3,0,Topázio,8.62,10.0,9.4,7.5,,6.9,8.5,10.0,7.0,6.7,7.2,Masculino,12.0,2022,Escola Pública,Sim,Sim,4.0,Em fase/Avancado,0
RA-230,2022,3,4,-1,Ágata,6.328,7.9,5.1,7.5,,5.7,6.75,5.0,3.7,4.3,9.0,Masculino,14.0,2022,Escola Pública,Sim,Não,4.0,Moderada,1
RA-231,2022,3,4,-1,Ágata,6.116,8.8,7.4,7.5,,3.8,5.333,5.0,3.0,4.5,,Masculino,14.0,2022,Escola Pública,Não,Não,4.0,Moderada,1
RA-232,2022,3,3,0,Quartzo,4.245,0.0,4.9,7.5,,0.0,4.542,10.0,0.0,0.0,,Masculino,12.0,2022,Escola Pública,Não,Não,4.0,Em fase/Avancado,0
RA-233,2022,3,4,-1,Ágata,6.051,7.9,7.4,7.5,,3.8,5.5,5.0,3.0,4.5,,Masculino,14.0,2022,Escola Pública,Não,Não,4.0,Moderada,1
RA-234,2022,3,3,0,Ágata,6.719,10.0,7.6,5.6,,4.3,5.583,10.0,3.7,6.3,2.8,Masculino,13.0,2022,Escola Pública,Não,Não,4.0,Em fase/Avancado,0
RA-235,2022,3,4,-1,Ágata,6.79,8.3,7.3,7.5,,6.3,6.417,5.0,7.0,5.5,,Feminino,14.0,2022,Escola Pública,Não,Não,4.0,Moderada,1
RA-236,2022,3,3,0,Ametista,7.11,9.6,7.5,7.5,,3.7,7.208,10.0,4.0,4.0,3.0,Feminino,12.0,2022,Escola Pública,Não,Não,4.0,Em fase/Avancado,0
RA-237,2022,3,4,-1,Topázio,8.084,10.0,9.0,7.5,,7.8,8.417,5.0,6.8,7.7,8.8,Feminino,14.0,2022,Escola Pública,Sim,Sim,4.0,Moderada,1
RA-238,2022,3,4,-1,Ágata,6.331,8.8,6.4,5.0,,5.1,7.208,5.0,4.3,6.5,4.5,Feminino,14.0,2021,Escola Pública,Não,Não,4.0,Moderada,1
RA-239,2022,3,5,-2,Quartzo,4.572,0.0,3.7,7.5,,3.7,5.958,5.0,2.0,4.7,4.5,Feminino,15.0,2021,Escola Pública,Não,Não,4.0,Severa,1
RA-240,2022,3,3,0,Ágata,6.943,7.1,8.1,5.0,,4.7,7.042,10.0,6.3,5.0,2.8,Feminino,13.0,2017,Rede Decisão,Não,Não,4.0,Em fase/Avancado,0
RA-241,2022,3,4,-1,Topázio,8.468,10.0,10.0,7.5,,7.7,9.125,5.0,8.2,7.5,7.3,Masculino,14.0,2016,Rede Decisão,Não,Sim,4.0,Moderada,1
RA-242,2022,3,3,0,Topázio,8.673,9.6,9.7,5.6,,8.2,8.708,10.0,8.7,7.2,8.7,Masculino,13.0,2018,Rede Decisão,Não,Sim,4.0,Em fase/Avancado,0
RA-243,2022,3,5,-2,Ágata,6.982,7.1,8.7,5.0,,6.0,7.875,5.0,5.0,5.3,7.7,Feminino,15.0,2022,Escola Pública,Não,Não,4.0,Severa,1
RA-244,2022,3,3,0,Topázio,8.51,7.5,9.4,6.3,,7.8,9.208,10.0,6.7,8.0,8.7,Feminino,12.0,2018,Rede Decisão,Não,Sim,4.0,Em fase/Avancado,0
RA-245,2022,3,4,-1,Topázio,8.656,10.0,9.9,7.5,,8.4,9.25,5.0,8.3,8.2,8.8,Masculino,14.0,2016,Rede Decisão,Não,Sim,4.0,Moderada,1
RA-246,2022,3,3,0,Topázio,8.639,8.3,9.4,7.5,,7.6,9.167,10.0,8.0,6.7,8.0,Masculino,13.0,2022,Escola Pública,Sim,Sim,4.0,Em fase/Avancado,0
RA-247,2022,3,3,0,Ametista,7.72,8.3,8.2,7.5,,5.8,7.875,10.0,5.3,5.7,6.3,Feminino,13.0,2021,Escola Pública,Sim,Não,4.0,Em fase/Avancado,0
RA-248,2022,3,3,0,Ametista,7.429,9.2,7.6,7.5,,5.2,7.292,10.0,4.0,5.5,6.0,Masculino,13.0,2022,Escola Pública,Não,Não,4.0,Em fase/Avancado,0
RA-249,2022,3,4,-1,Quartzo,5.097,6.7,7.4,5.0,,2.9,4.292,5.0,2.3,4.2,2.2,Masculino,14.0,2017,Escola Pública,Não,Não,4.0,Moderada,1
RA-250,2022,3,3,0,Ametista,7.958,8.3,8.6,7.5,,6.6,7.625,10.0,6.7,6.5,6.7,Feminino,12.0,2022,Escola Pública,Sim,Não,4.0,Em fase/Avancado,0
RA-251,2022,3,5,-2,Ágata,7.022,10.0,8.1,5.6,,6.3,6.625,5.0,5.3,6.3,7.2,Masculino,15.0,2018,Escola Pública,Não,Não,4.0,Severa,1
RA-252,2022,3,4,-1,Quartzo,4.277,9.2,2.8,7.5,,0.9,3.875,5.0,1.3,1.2,0.2,Masculino,14.0,2018,Escola Pública,Não,Não,4.0,Moderada,1
RA-253,2022,3,5,-2,Quartzo,4.312,9.2,3.6,5.0,,1.8,3.75,5.0,1.0,3.7,0.7,Masculino,15.0,2019,Escola Pública,Não,Não,4.0,Severa,1
RA-254,2022,3,4,-1,Ágata,6.715,10.0,7.4,5.6,,5.3,6.917,5.0,5.0,6.8,4.0,Masculino,14.0,2019,Escola Pública,Não,Não,4.0,Moderada,1
RA-255,2022,3,4,-1,Quartzo,4.563,7.5,3.8,5.0,,1.3,5.542,5.0,1.0,2.3,0.5,Masculino,14.0,2019,Escola Pública,Não,Não,4.0,Moderada,1
RA-256,2022,3,3,0,Ametista,7.192,8.8,8.5,5.0,,5.2,6.708,10.0,5.3,6.7,3.5,Feminino,12.0,2019,Escola Pública,Não,Não,4.0,Em fase/Avancado,0
RA-257,2022,3,4,-1,Quartzo,5.149,0.0,6.4,5.6,,3.6,6.708,5.0,4.0,5.2,1.5,Feminino,14.0,2018,Escola Pública,Não,Não,4.0,Moderada,1
RA-258,2022,3,3,0,Ágata,6.926,10.0,7.3,5.6,,4.8,6.125,10.0,2.7,6.2,5.5,Feminino,12.0,2018,Escola Pública,Não,Não,4.0,Em fase/Avancado,0
RA-259,2022,3,6,-3,Quartzo,4.182,8.8,2.9,7.5,,0.9,4.625,2.5,0.0,2.7,0.2,Masculino,16.0,2017,Escola Pública,Não,Não,4.0,Severa,1
RA-260,2022,3,3,0,Ametista,7.44,10.0,8.2,7.5,,5.0,6.458,10.0,5.7,5.2,4.2,Feminino,13.0,2019,Escola Pública,Não,Não,4.0,Em fase/Avancado,0
RA-261,2022,3,4,-1,Ágata,6.763,8.8,7.2,5.6,,5.8,7.042,5.0,6.2,5.8,5.5,Feminino,14.0,2019,Escola Pública,Sim,Não,4.0,Moderada,1
RA-262,2022,3,5,-2,Quartzo,4.786,0.0,5.8,5.6,,3.4,5.625,5.0,1.3,5.5,3.5,Masculino,15.0,2021,Escola Pública,Não,Não,4.0,Severa,1
RA-263,2022,3,5,-2,Quartzo,5.319,5.8,5.6,7.5,,3.7,4.417,5.0,3.0,2.8,5.4,Feminino,15.0,2019,Escola Pública,Não,Não,4.0,Severa,1
RA-264,2022,3,5,-2,Ametista,7.087,10.0,9.2,5.6,,5.8,6.625,5.0,6.0,5.5,,Feminino,15.0,2022,Escola Pública,Não,Não,4.0,Severa,1
RA-265,2022,3,3,0,Ametista,7.926,8.3,7.7,7.5,,6.9,7.917,10.0,5.3,7.0,8.5,Masculino,13.0,2019,Escola Pública,Sim,Não,4.0,Em fase/Avancado,0
